# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-GEOD-50191
# Selected columns: 23 (all)
# Timestamp: Mon, 02-Nov-2020 23:33:03
Gene ID	Gene Name	vegetative meristem	internode 6-7	internode 7-8	growth zone of leaf 8	stomatal division zone of leaf 8	symmetrical division zone of leaf 8	mature leaf 8	primary root	root cortex	root differentiation zone	root elongation zone	secondary root	mature pollen	mature female spikelet	2-4 mm from tip of ear primordium	6-8 mm from tip of ear primordium	unpollinated silk	endosperm 12 days after pollination	endosperm crown	pericarp and aleurone	embryo 20 days after pollination	embryo 38 days after pollination	germinated embryo 2 days after imbibition
ENSRNA049470912	snoZ101	0.5	3.0	2.0	0.6	2.0	0.6		2.0		4.0	3.0	2.0	3.0		0.6	0.6		0.3			0.4		0.7
ENSRNA049470918	snoZ102_R77		0.7							0.8	3.0		0.6									0.5		
ENSRNA049470931	SSU_rRNA_eukarya			0.1				1.0																
ENSRNA049470937	Plant_SRP	12.0	6.0	3.0	5.0	6.0	1.0	11.0	30.0	56.0	5.0	64.0	2.0	30.0	20.0	3.0	0.4	34.0	3.0	4.0	3.0	4.0	4.0	14.0
ENSRNA049470983	snoZ196	0.5	0.8	0.7	1.0	2.0	0.7	0.6	0.6		1.0	3.0	1.0		1.0	1.0	2.0							0.9
ENSRNA049471008	snoZ194	2.0	5.0	3.0	3.0	4.0	4.0	1.0	5.0	0.6	9.0	5.0	5.0		0.8	3.0	4.0	1.0	0.6			1.0	2.0	5.0
ENSRNA049471190	snoR14	1.0	0.7	1.0		0.9	1.0				0.6		0.6			0.6			0.4					2.0
ENSRNA049471198	snoU61	2.0	0.7	0.7							1.0						0.5					0.4	0.7	0.8
ENSRNA049471617	snosnR60_Z15	4.0	2.0	3.0	9.0	20.0	13.0	5.0	3.0	0.7	8.0	2.0	2.0			7.0	7.0	1.0	3.0	0.9	1.0	3.0	3.0	5.0
ENSRNA049471654	snoR143	9.0	5.0	5.0	8.0	25.0	15.0	6.0	3.0	0.4	12.0	5.0	2.0		1.0	15.0	17.0		5.0	0.6	3.0	6.0	3.0	10.0
ENSRNA049471660	snoR143	8.0	4.0	4.0	10.0	28.0	12.0	4.0	2.0	1.0	15.0	5.0	2.0		0.9	10.0	10.0		3.0		4.0	4.0	5.0	8.0
ENSRNA049471804	SSU_rRNA_eukarya	0.3						1.0										0.7						
ENSRNA049471996	U2	5.0	0.9	1.0	0.6	3.0	0.7	5.0	3.0	61.0		4.0	3.0	8.0	5.0	0.6	0.9	49.0	4.0	1.0	4.0	4.0	4.0	12.0
ENSRNA049472005	U2	13.0	3.0	4.0	3.0	5.0	1.0	3.0	2.0	28.0	1.0	3.0	2.0	12.0	13.0	0.3	0.9	43.0	1.0	3.0	2.0	3.0	7.0	4.0
ENSRNA049472011	Plant_SRP	28.0	10.0	5.0	9.0	5.0	3.0	11.0	24.0	55.0	5.0	54.0	3.0	18.0	16.0	2.0	0.3	42.0	2.0	9.0	7.0	4.0	4.0	12.0
ENSRNA049472105	snoF1_F2	6.0	3.0	3.0	0.8	2.0	3.0	1.0	2.0	2.0	2.0	3.0	2.0			3.0	2.0	6.0	2.0	0.5		4.0	1.0	3.0
ENSRNA049472180	snoU36a	17.0	4.0	1.0	3.0	7.0	10.0	15.0	2.0	0.8	3.0	2.0	1.0	0.5	2.0	5.0	6.0	3.0	0.8	2.0	3.0	5.0	5.0	22.0
ENSRNA049472213	snoR134	13.0	4.0	2.0	6.0	9.0	8.0	23.0	3.0	5.0	5.0	2.0	4.0	0.3	1.0	8.0	13.0		3.0	0.5	5.0	7.0	9.0	29.0
ENSRNA049472360	mir-395										0.7						0.5					0.9		2.0
ENSRNA049472415	snoZ278	6.0	8.0	4.0	9.0	18.0	17.0	8.0	4.0	1.0	20.0	2.0	4.0			8.0	13.0	2.0	5.0	0.8	3.0	5.0	7.0	11.0
ENSRNA049472421	snoZ278	6.0	4.0	2.0	9.0	11.0	8.0	6.0	3.0	0.6	12.0	2.0	0.9			5.0	8.0		2.0	1.0	2.0	3.0	7.0	9.0
ENSRNA049472528	Plant_U3													2.0										
ENSRNA049472626	Plant_U3																							0.1
ENSRNA049472630	Plant_U3											0.2		9.0					0.2	0.5	0.3			
ENSRNA049472638	Plant_U3	17.0	1.0	0.9	0.7	2.0	0.5	4.0	2.0	62.0	0.2	8.0	2.0	4.0	19.0	1.0	0.3	18.0	1.0	0.5	0.5	4.0	3.0	3.0
ENSRNA049472641	Plant_U3										0.3			13.0					1.0	0.6	0.6			
ENSRNA049472781	U2													2.0										
ENSRNA049472786	snoZ188	2.0	5.0	5.0	6.0	0.8	0.6	11.0						6.0	5.0	0.4	2.0					4.0		0.6
ENSRNA049473089	Plant_SRP													0.3					0.1					
ENSRNA049473105	Plant_SRP													28.0	0.4				1.0					
ENSRNA049473114	Plant_SRP																		0.5					
ENSRNA049473122	Plant_SRP													0.3					0.1					
ENSRNA049473127	Plant_SRP													8.0					0.3					
ENSRNA049473133	Plant_SRP													6.0					1.0	0.3				
ENSRNA049473142	Plant_SRP													0.6					0.2					
ENSRNA049473148	Plant_SRP																		0.1					
ENSRNA049473154	Plant_SRP													0.5					0.2					
ENSRNA049473160	Plant_SRP													2.0					0.4					
ENSRNA049473166	Plant_SRP													7.0					3.0					
ENSRNA049473178	Plant_SRP													0.2										
ENSRNA049473182	Plant_SRP													3.0					1.0	0.3				
ENSRNA049473188	Plant_SRP																		0.2					
ENSRNA049473192	Plant_SRP													5.0					0.7					
ENSRNA049473204	Plant_SRP													3.0					0.4					
ENSRNA049473210	Plant_SRP													4.0					1.0					
ENSRNA049473225	Plant_SRP													0.4					0.4					
ENSRNA049473228	Plant_SRP													6.0					0.8	0.7				
ENSRNA049473236	Plant_SRP													0.3					0.1					
ENSRNA049473241	Plant_SRP													0.3										
ENSRNA049473254	Plant_SRP													1.0					0.4					
ENSRNA049473346	Plant_SRP									0.2				53.0	0.4				2.0	0.7	0.7			
ENSRNA049473351	Plant_SRP	0.3								0.5				48.0	1.0				0.2					
ENSRNA049473372	Plant_SRP													18.0					0.7					
ENSRNA049473380	Plant_SRP																			0.2				
ENSRNA049473467	snoZ159	3.0	2.0	4.0	1.0	2.0	4.0	3.0	1.0	0.8	8.0	4.0	2.0		0.9	4.0	4.0	0.4	2.0		1.0	1.0	2.0	7.0
ENSRNA049473609	U5																							0.3
ENSRNA049473644	SSU_rRNA_eukarya	0.1						0.4								0.2						0.1	0.2	
ENSRNA049473651	U2	10.0	1.0	2.0	0.6	2.0	0.7	5.0	1.0	9.0		2.0	0.6	10.0	11.0	0.3	0.9	18.0	3.0	0.5	2.0	2.0	3.0	2.0
ENSRNA049473656	U2	8.0	0.9	1.0	0.8	0.8	0.3	5.0	1.0	12.0		1.0	1.0	5.0	7.0	0.3	0.2	11.0	4.0	2.0	2.0	2.0	2.0	3.0
ENSRNA049473738	snoR103	0.8				0.7	1.0	0.5	0.5		0.5	0.6				0.6	1.0		0.3			0.4		0.3
ENSRNA049474083	U2	0.2	0.5	0.3	0.4	0.5	0.3	0.5		1.0	0.5	0.3	0.5	7.0	1.0	0.2	0.2	1.0	1.0		0.4	0.8		0.8
ENSRNA049474089	U1									2.0			0.3										0.5	0.4
ENSRNA049474133	U1	0.3																						
ENSRNA049474375	snoR145	3.0	2.0	3.0	4.0	6.0	2.0	3.0	3.0	4.0	4.0	9.0	5.0		5.0	2.0	2.0	16.0	0.3		1.0	0.8	1.0	7.0
ENSRNA049474470	snoR101	0.7	2.0	1.0	7.0	20.0	9.0	6.0	0.8		4.0		0.8			9.0	11.0		1.0		2.0	2.0	9.0	6.0
ENSRNA049474479	U2													0.3										
ENSRNA049474492	RNase_MRP	8.0	0.2	0.5	0.5	0.3	0.6	5.0	0.6	5.0	0.2	1.0		0.8	1.0	0.4	0.5	2.0	1.0	0.9	0.8	2.0	0.6	1.0
ENSRNA049474524	snoZ199	5.0	1.0	2.0	0.7	3.0	2.0	2.0	0.7		0.8					7.0	8.0	0.5	0.7			2.0	1.0	
ENSRNA049474580	snoR64	4.0	0.6	0.7		3.0	3.0	1.0			1.0		0.6		0.8	12.0	6.0	0.4	1.0			2.0	1.0	1.0
ENSRNA049474585	SNORD25	0.4	1.0	1.0	3.0	3.0	2.0	0.5	0.5		0.6	0.7	1.0			2.0	3.0	2.0			2.0	0.8	2.0	0.7
ENSRNA049474599	U1	1.0		0.4	0.3	0.4	0.4			2.0		1.0		0.3	0.5	0.3	0.3	0.6				0.9		0.4
ENSRNA049474652	mir-395																					0.9		
ENSRNA049474764	U5									0.6														
ENSRNA049474832	U1													0.4										
ENSRNA049474888	Plant_U3	0.4	0.2	0.3		0.3		0.6	1.0	8.0	1.0	1.0	0.6	85.0	2.0			8.0	3.0		0.3	3.0		2.0
ENSRNA049474907	Plant_U3	0.4	0.3			0.3			0.5	5.0	0.5	0.3	0.4	8.0		0.2		1.0	0.3	0.3	0.5	0.2	0.4	1.0
ENSRNA049474911	Plant_U3	2.0	0.2			0.4		0.5	0.7	5.0	0.3	0.3	0.2	10.0	0.7			6.0	3.0			0.5		0.3
ENSRNA049474917	Plant_U3	23.0	1.0	3.0	0.8	2.0	1.0	11.0	2.0	17.0	0.8	5.0	0.5	10.0	21.0	1.0	2.0	9.0	2.0	5.0	6.0	5.0	3.0	6.0
ENSRNA049474924	Plant_U3	2.0	0.5	0.3	0.5	1.0	0.2	1.0	1.0	9.0	1.0	3.0	1.0	121.0	1.0	0.2		9.0	0.5		0.5	0.3	0.4	1.0
ENSRNA049474946	snoZ152	0.9			0.6	0.7	0.5				0.6					0.6	0.6							0.6
ENSRNA049474953	snoR11	0.4			0.6		1.0	0.5								0.6						0.4	0.6	0.3
ENSRNA049474992	snoR83	1.0												2.0										
ENSRNA049475115	snoZ103	3.0	1.0	0.7	2.0	8.0	5.0	1.0	0.5		3.0		0.5			2.0	3.0		2.0			2.0	1.0	2.0
ENSRNA049475128	snoZ101	1.0	2.0	3.0	1.0	5.0	5.0	1.0	0.5		4.0		1.0	0.5		1.0	1.0		2.0			0.4	1.0	2.0
ENSRNA049475135	snoZ102_R77	3.0	4.0	0.7	1.0	4.0	4.0	0.8	2.0		5.0	0.9	0.6	13.0		0.7	0.6		0.6			2.0		4.0
ENSRNA049475138	snoZ103	2.0	3.0	2.0	4.0	10.0	5.0	2.0	1.0		4.0		1.0			4.0	5.0		2.0			2.0	1.0	5.0
ENSRNA049475223	snosnR60_Z15	146.0	91.0	91.0	31.0	116.0	112.0	23.0	38.0	6.0	174.0	43.0	31.0		21.0	61.0	59.0	6.0	53.0	5.0	20.0	63.0	53.0	77.0
ENSRNA049475237	snoU83	114.0	71.0	101.0	31.0	121.0	128.0	22.0	33.0	21.0	153.0	33.0	30.0		17.0	35.0	38.0	3.0	38.0	4.0	18.0	39.0	59.0	57.0
ENSRNA049475307	snoZ43	141.0	113.0	143.0	45.0	140.0	124.0	19.0	43.0	14.0	185.0	42.0	44.0		16.0	44.0	42.0	6.0	63.0	5.0	25.0	61.0	65.0	82.0
ENSRNA049475322	SSU_rRNA_eukarya	0.4	0.2					2.0							0.4			0.7						
ENSRNA049475331	SSU_rRNA_eukarya	0.9						1.0																
ENSRNA049475340	SSU_rRNA_eukarya	0.3						1.0																
ENSRNA049475344	SSU_rRNA_eukarya	0.3						0.5																
ENSRNA049475348	SSU_rRNA_eukarya	1.0						4.0																
ENSRNA049475359	SSU_rRNA_eukarya	0.4						5.0																
ENSRNA049475437	U4													0.3										
ENSRNA049475506	snoZ152	2.0	0.6	2.0			1.0	3.0		0.7		0.7	0.5	0.5	0.8	0.4	1.0	0.7				2.0	3.0	1.0
ENSRNA049475518	snoZ155	5.0	3.0	4.0	3.0	6.0	6.0	15.0	0.7	0.9	2.0			0.5	2.0	4.0	5.0		1.0		4.0	3.0	5.0	15.0
ENSRNA049475525	snoR41	4.0	2.0	6.0	4.0	3.0	5.0	16.0			0.7	0.8	1.0	0.5	2.0	3.0	6.0	3.0	2.0	0.9	4.0	8.0	3.0	9.0
ENSRNA049475551	snoR77	6.0	2.0	3.0	5.0	2.0	6.0	15.0	1.0		2.0	1.0	0.7	0.9	1.0	3.0	3.0	1.0	1.0	1.0	1.0	6.0	2.0	6.0
ENSRNA049475560	snoR100	8.0	1.0	5.0	4.0	5.0	4.0	17.0			2.0	1.0	0.5	0.4	3.0	3.0	6.0	2.0	1.0	0.6	4.0	7.0	4.0	9.0
ENSRNA049475572	U2	1.0	0.4	0.9	1.0	2.0	0.4	3.0	0.3	3.0	0.8	0.5	0.7	3.0	1.0	0.3	0.8	6.0	1.0	0.6		5.0	2.0	2.0
ENSRNA049475579	U2	3.0	0.5	0.3	0.4	0.3			0.2	4.0	0.3	3.0	0.5	3.0	1.0			3.0	8.0				0.4	0.6
ENSRNA049475586	U2	0.4								1.0				0.3					0.9	1.0	0.8	0.2		
ENSRNA049475591	U2	1.0		0.3	0.8		0.2	0.5	0.3	4.0				0.8	2.0			1.0	0.2	1.0	0.4		0.4	0.7
ENSRNA049475596	U2	1.0		0.3	0.5			0.5	0.3	6.0	0.3	0.3		0.8	3.0			3.0	0.5	2.0			1.0	0.4
ENSRNA049475617	U2									4.0				0.3					3.0	4.0	2.0	0.2	0.3	
ENSRNA049475622	Plant_U3	1.0				0.5	0.5	0.2	0.5	6.0	1.0	1.0	0.7	5.0	0.5		0.4		0.3			2.0	0.7	2.0
ENSRNA049475645	SSU_rRNA_eukarya							0.2																
ENSRNA049475878	U2	8.0	0.5	1.0	0.8	0.4		2.0	0.5	7.0		2.0	0.6	0.5	5.0	0.4		10.0	2.0	2.0	0.8	0.9	0.9	1.0
ENSRNA049475996	snoZ266	3.0	2.0	1.0	6.0	17.0	6.0	14.0	3.0	0.8	14.0	2.0	0.6			5.0	8.0		2.0		0.8	2.0	2.0	8.0
ENSRNA049476001	snoZ266	5.0	0.6	0.7	5.0	17.0	6.0	32.0	2.0	2.0	7.0	4.0	2.0			5.0	6.0	0.4	1.0	0.8	0.9	1.0	2.0	5.0
ENSRNA049476004	snoZ266	5.0	3.0	5.0	17.0	25.0	13.0	95.0	3.0	5.0	14.0	4.0	4.0			13.0	13.0		4.0		0.8	2.0	2.0	14.0
ENSRNA049476008	snoZ266	9.0	3.0	1.0	17.0	28.0	14.0	59.0	5.0	0.8	18.0	5.0	4.0			12.0	13.0	2.0	7.0		2.0	4.0	4.0	13.0
ENSRNA049476010	snoZ266	7.0	5.0	3.0	14.0	21.0	13.0	74.0	5.0	3.0	18.0	4.0	3.0		2.0	9.0	11.0	3.0	3.0	1.0	3.0	5.0	3.0	16.0
ENSRNA049476041	Plant_U3	32.0	2.0	2.0	1.0	1.0	1.0	10.0	2.0	10.0	2.0	12.0	0.4	29.0	14.0	3.0	1.0	8.0	3.0	1.0	3.0	3.0	1.0	3.0
ENSRNA049476045	Plant_U3	15.0	0.5	0.9	0.8	2.0	0.9	6.0	2.0	10.0	1.0	11.0	0.2	25.0	5.0	1.0	0.5	5.0	2.0	2.0	2.0	2.0	0.4	2.0
ENSRNA049476092	U2													1.0					0.1					
ENSRNA049476098	U2									4.0	0.3	0.3		1.0					0.1					
ENSRNA049476101	U2									0.7		0.4		3.0					0.8					
ENSRNA049476107	U2									0.3	0.3			3.0										
ENSRNA049476121	snoZ103	10.0	11.0	7.0	9.0	9.0	6.0	14.0	5.0	8.0	9.0	4.0	7.0	0.4	1.0	3.0	4.0	6.0	10.0	7.0	12.0	6.0	8.0	32.0
ENSRNA049476127	snoZ103	5.0	2.0	0.6	3.0	2.0	3.0	8.0	1.0	7.0	4.0	1.0	3.0	0.9	3.0	2.0	2.0	3.0	6.0	4.0	3.0	4.0	3.0	12.0
ENSRNA049476156	snoR16	17.0	13.0	13.0	13.0	32.0	27.0	44.0	4.0	9.0	22.0	3.0	4.0			1.0	2.0	2.0	5.0	4.0	4.0	6.0	7.0	24.0
ENSRNA049476166	snoR16	14.0	16.0	13.0	13.0	32.0	32.0	38.0	7.0	6.0	30.0	9.0	5.0		4.0	2.0	4.0	2.0	5.0	4.0	4.0	5.0	6.0	26.0
ENSRNA049476173	snoR74	1.0	3.0	2.0	0.7	1.0	1.0	2.0	0.3	0.8	4.0	0.5	2.0				0.8		3.0	0.7	3.0	1.0	1.0	11.0
ENSRNA049476213	snoR64																							0.6
ENSRNA049476247	SNOR75	8.0	6.0	4.0	10.0	18.0	16.0	5.0	3.0		19.0	7.0	2.0			6.0	6.0		7.0	0.8	2.0	7.0	6.0	9.0
ENSRNA049476252	SNOR75	5.0	1.0	2.0	11.0	14.0	11.0	3.0	2.0	0.8	8.0	2.0	2.0			4.0	5.0		3.0		1.0	8.0	5.0	4.0
ENSRNA049476258	snoR12	28.0	16.0	19.0	13.0	56.0	26.0	6.0	7.0	5.0	38.0	7.0	6.0		2.0	13.0	18.0	3.0	7.0	2.0	3.0	7.0	18.0	16.0
ENSRNA049476276	mir-160	12.0			30.0	27.0	16.0	7.0	0.6		2.0		1.0			4.0	6.0					6.0	6.0	0.7
ENSRNA049476283	SNOR75	8.0	6.0	4.0	8.0	20.0	10.0	4.0	3.0	2.0	18.0	6.0	0.6			7.0	6.0		5.0	1.0	3.0	8.0	5.0	11.0
ENSRNA049476322	SNORD24	20.0	13.0	11.0	12.0	32.0	14.0	8.0	8.0	2.0	26.0	7.0	3.0	0.4	7.0	10.0	7.0	3.0	9.0	2.0	2.0	9.0	14.0	15.0
ENSRNA049476380	snoR2																		1.0					
ENSRNA049476438	LSU_rRNA_eukarya	0.1						1.0																
ENSRNA049476471	U2	10.0	3.0	3.0	0.8	4.0	1.0	2.0	5.0	16.0	0.9	11.0	3.0	41.0	12.0	0.6	0.9	11.0	11.0	0.4	0.4	3.0	6.0	1.0
ENSRNA049476580	U2													0.5										
ENSRNA049476585	SNORD14	6.0	4.0	2.0	6.0	11.0	14.0	10.0			2.0	1.0			0.7	15.0	20.0		4.0	2.0	6.0	2.0	3.0	3.0
ENSRNA049476589	snoZ112	0.5		0.3	0.3	1.0	0.7	0.8								0.7	2.0		0.8				0.3	0.5
ENSRNA049476610	U2	2.0	0.9	0.9	3.0	6.0	5.0	4.0	0.8		0.8		0.2		0.6	6.0	7.0		1.0	0.3	1.0	6.0	3.0	2.0
ENSRNA049476719	snoZ112	86.0	16.0	6.0	25.0	52.0	47.0	17.0	3.0	3.0	16.0	9.0	2.0	0.6	4.0	25.0	35.0	4.0	9.0	8.0	13.0	25.0	40.0	23.0
ENSRNA049476774	U5													0.7										
ENSRNA049476781	snoR77Y	1.0	0.7	0.7	0.7	2.0	4.0	0.6								2.0	3.0		0.3			0.9	2.0	
ENSRNA049476796	SNORD34	2.0		0.7	6.0	6.0	6.0	7.0	0.7		3.0		0.6			4.0	4.0		2.0		3.0	0.9	2.0	3.0
ENSRNA049476801	SNORD34	2.0	2.0	2.0	7.0	7.0	7.0	5.0	0.6		3.0	0.9	0.6			5.0	4.0	0.9	3.0	0.9	3.0	3.0	2.0	3.0
ENSRNA049476824	SNORD34																							0.4
ENSRNA049476856	SNORD34	2.0	3.0	2.0	9.0	8.0	7.0	7.0			3.0	0.8				4.0	5.0		4.0			3.0	3.0	2.0
ENSRNA049476863	U2						0.3										0.2							
ENSRNA049476908	snoR16	3.0	2.0	1.0	3.0	7.0	8.0	4.0								7.0	7.0		1.0	1.0	2.0	4.0	3.0	2.0
ENSRNA049476973	Plant_SRP	3.0	0.7	0.2	0.2			1.0	3.0	31.0	0.9	14.0	0.5	16.0	2.0			3.0	4.0	20.0	10.0	0.8	1.0	10.0
ENSRNA049476983	mir-166	3.0		0.5	0.4	3.0	3.0		0.4	4.0	4.0		0.9		3.0		0.5		1.0			117.0	10.0	5.0
ENSRNA049477002	U4	0.9												2.0									0.4	0.9
ENSRNA049477007	LSU_rRNA_eukarya							5.0																
ENSRNA049477077	Plant_SRP	62.0	3.0	5.0	6.0	5.0	6.0	111.0	8.0	59.0	0.7	9.0	1.0	5.0	59.0	15.0	4.0	53.0	10.0	33.0	38.0	8.0	6.0	10.0
ENSRNA049477080	Plant_SRP	395.0	32.0	35.0	35.0	18.0	14.0	288.0	27.0	138.0	2.0	56.0	3.0	19.0	213.0	51.0	10.0	123.0	25.0	94.0	118.0	29.0	17.0	34.0
ENSRNA049477082	Plant_SRP	44.0	3.0	5.0	4.0	7.0	1.0	27.0	7.0	25.0	0.4	14.0	0.8	7.0	20.0	2.0		20.0	0.9	10.0	6.0	1.0	5.0	3.0
ENSRNA049477087	Plant_SRP	19.0	3.0	4.0	3.0	2.0	1.0	21.0	6.0	29.0	2.0	19.0	2.0	31.0	13.0	2.0	0.9	44.0	12.0	8.0	6.0	9.0	2.0	5.0
ENSRNA049477092	Plant_SRP	0.3			0.3	0.2	0.1	0.3	0.5	3.0	0.2	1.0	0.5	16.0	0.3			5.0	2.0	0.3		0.9	0.2	0.9
ENSRNA049477133	IsrR							0.6																
ENSRNA049477136	U1	0.8	0.7	1.0	2.0	2.0	0.7	4.0	0.6	13.0	0.7	2.0	1.0	0.6	4.0	0.5	0.8	7.0		0.7	1.0	1.0	1.0	3.0
ENSRNA049477188	snoR100	1.0		1.0	0.5																	0.4		
ENSRNA049477203	snoR41	3.0		2.0		1.0	1.0	0.5									0.9					0.4		0.3
ENSRNA049477302	snoZ279_R105_R108		0.5																			1.0	0.7	
ENSRNA049477344	U2	1.0			0.3				0.5	6.0		2.0	0.6	3.0	0.8	0.3		2.0	0.3	0.5		1.0	0.8	0.3
ENSRNA049477351	snoR12	4.0	1.0	3.0		0.8	1.0	1.0	0.7		3.0	0.8	0.6	1.0		1.0	1.0	1.0	0.9			2.0	1.0	3.0
ENSRNA049477360	U54			2.0	2.0	2.0	3.0	5.0			3.0					4.0	3.0		2.0		1.0	2.0	1.0	3.0
ENSRNA049477366	U54	5.0	1.0	1.0	2.0	5.0	2.0	4.0	0.6		2.0				2.0	2.0	4.0		1.0		2.0	0.4	3.0	2.0
ENSRNA049477405	SSU_rRNA_eukarya	2.0	0.2	0.6	0.1	0.2	0.1	0.5	0.4	0.6	0.1	0.7	0.1	0.3	1.0			0.5	0.1	0.7	0.3	0.1	0.1	0.1
ENSRNA049477408	SSU_rRNA_eukarya	7.0	1.0	1.0	0.6	1.0	0.1	2.0	1.0	0.8	0.3	3.0	0.1	1.0	4.0	0.4	0.1	2.0	0.1	2.0	1.0		0.6	1.0
ENSRNA049477418	5_8S_rRNA	0.6																						0.2
ENSRNA049477424	snoZ279_R105_R108				0.5		0.9					0.6						2.0	0.3			2.0		0.6
ENSRNA049477429	SSU_rRNA_eukarya	49.0	7.0	10.0	2.0	9.0		12.0	7.0	16.0	3.0	14.0	3.0	5.0	25.0	3.0		8.0	0.4	6.0	3.0	0.7	3.0	4.0
ENSRNA049477439	SSU_rRNA_eukarya	2.0													2.0			0.4						
ENSRNA049477485	snoZ43	24.0	17.0	28.0	15.0	32.0	61.0	6.0	14.0	1.0	64.0	10.0	16.0	0.6	1.0	25.0	25.0		18.0	3.0	8.0	16.0	8.0	43.0
ENSRNA049477491	snoR86	0.7	1.0	3.0	3.0	3.0	6.0	2.0	0.9		6.0	1.0	2.0	0.4		1.0	2.0		2.0			4.0	2.0	3.0
ENSRNA049477494	snoZ221_snoR21b	2.0	4.0	1.0	3.0	9.0	8.0	2.0	2.0		8.0	2.0	2.0			6.0	4.0		3.0	0.7		3.0	4.0	4.0
ENSRNA049477554	Plant_U3							0.7														0.4		
ENSRNA049477619	U5													0.3										0.3
ENSRNA049477722	Intron_gpII							0.7																
ENSRNA049477741	Plant_SRP	126.0	12.0	13.0	13.0	7.0	8.0	141.0	15.0	125.0	5.0	25.0	5.0	24.0	83.0	12.0	8.0	137.0	11.0	21.0	27.0	27.0	16.0	26.0
ENSRNA049477769	snoR66	2.0	2.0	0.8	5.0	8.0	4.0	1.0	1.0		8.0	3.0	0.7			5.0	3.0		3.0		1.0	2.0	2.0	2.0
ENSRNA049477898	U4					0.5										0.3								
ENSRNA049477899	U4	1.0		0.4		0.4	0.3	0.7		3.0			0.3	5.0	0.8	0.3		4.0	0.8			0.3	0.4	
ENSRNA049477941	LSU_rRNA_eukarya							1.0																
ENSRNA049478017	snoR137	3.0	2.0	1.0	4.0	7.0	5.0	3.0	2.0		4.0	1.0	0.4		0.5	4.0	4.0		1.0		2.0	2.0	3.0	4.0
ENSRNA049478041	SNORD96	16.0	18.0	13.0	4.0	8.0	13.0	3.0	3.0	0.8	14.0	0.7	3.0		0.8	12.0	6.0		8.0		1.0	4.0	2.0	11.0
ENSRNA049478044	SNORD96	15.0	10.0	12.0	5.0	13.0	10.0	2.0	3.0		22.0	1.0	3.0			14.0	8.0		10.0		1.0	3.0	3.0	20.0
ENSRNA049478109	SSU_rRNA_eukarya	0.3		0.1				0.1				0.1			0.2			0.1						0.1
ENSRNA049478113	SSU_rRNA_eukarya	8.0	1.0	2.0	0.5	0.9	0.2	2.0	1.0	2.0	0.5	3.0	0.2	1.0	5.0	0.5	0.1	3.0	0.3	1.0	0.9	0.2	1.0	1.0
ENSRNA049478119	SSU_rRNA_eukarya	3.0	0.4	0.5	0.1	0.4	0.1	1.0	1.0	0.7	0.2	1.0	0.1	0.5	1.0	0.1	0.1	0.9	0.1	0.6	0.4	0.1	0.4	0.5
ENSRNA049478122	SSU_rRNA_eukarya	10.0	2.0	2.0	0.9	1.0	0.1	2.0	2.0	2.0	0.4	4.0	0.2	2.0	5.0	0.8	0.2	3.0	0.4	2.0	1.0	0.3	0.9	1.0
ENSRNA049478126	SSU_rRNA_eukarya	7.0	0.9	1.0	0.4	0.4	0.1	2.0	0.9	1.0	0.3	2.0	0.1	0.9	4.0	0.2		1.0	0.1	0.8	0.8	0.1	0.3	0.5
ENSRNA049478131	SSU_rRNA_eukarya	17.0	3.0	4.0	0.9	2.0	0.8	3.0	5.0	4.0	1.0	7.0	0.5	3.0	9.0	0.9	0.3	3.0	0.5	3.0	2.0	0.2	1.0	2.0
ENSRNA049478136	SSU_rRNA_eukarya	8.0	2.0	2.0	0.5	1.0	0.3	2.0	2.0	2.0	0.4	4.0	0.3	1.0	4.0	0.8	0.1	2.0	0.3	2.0	1.0	0.2	0.5	1.0
ENSRNA049478138	SSU_rRNA_eukarya	8.0	2.0	2.0	0.3	0.9	0.3	2.0	2.0	2.0	0.4	3.0	0.2	2.0	5.0	0.3	0.1	2.0	0.3	1.0	1.0	0.3	0.5	1.0
ENSRNA049478140	SSU_rRNA_eukarya	8.0	1.0	2.0	0.4	1.0	0.2	3.0	2.0	2.0	0.3	4.0	0.2	3.0	5.0	0.9	0.3	2.0	0.3	2.0	1.0	0.2	0.9	1.0
ENSRNA049478144	SSU_rRNA_eukarya	13.0	2.0	3.0	0.8	2.0	0.4	2.0	2.0	2.0	0.3	4.0	0.2	2.0	7.0	0.6	0.1	4.0	0.4	3.0	1.0	0.2	0.9	1.0
ENSRNA049478147	SSU_rRNA_eukarya	12.0	3.0	3.0	0.9	2.0	0.5	3.0	2.0	3.0	0.6	4.0	0.3	3.0	7.0	0.7	0.3	3.0	0.2	2.0	2.0	0.2	1.0	2.0
ENSRNA049478153	SSU_rRNA_eukarya	16.0	4.0	4.0	0.7	2.0	0.5	3.0	3.0	3.0	0.6	4.0	0.3	2.0	10.0	1.0	0.1	3.0	0.5	3.0	2.0	0.3	1.0	2.0
ENSRNA049478156	LSU_rRNA_eukarya	10.0	2.0	2.0	0.7	0.9	0.3	1.0	2.0	2.0	0.2	5.0	0.1	2.0	5.0	0.5	0.2	2.0	0.4	1.0	1.0	0.2	0.4	0.9
